Pair,Subject,Condition(individual-pre/hidden/visible/individual-post),Block,Trial,StimulusType,TargetSize(small/large),TargetPosition(center/margin),ObstaclePresence(absent/present),Error(yes/no),TT,AUC,Asynchrony
9,17,3,1,15,121,1,2,1,0,0.65321,200.43,0.050821
9,17,3,1,16,220,2,2,0,0,0.75292,76.727,0.040308
9,17,3,2,1,220,2,2,0,0,0.5823,32.286,0.019958
9,17,3,2,2,110,1,1,0,0,0.50229,14.355,0.15037
9,17,3,2,3,120,1,2,0,0,0.50194,39.206,0.030334
9,17,3,2,4,110,1,1,0,0,0.6025,35.697,0.10026
9,17,3,2,5,111,1,1,1,0,0.73292,197.98,0.12169
9,17,3,2,6,211,2,1,1,0,0.68276,149.36,0.080333
9,17,3,2,7,210,2,1,0,0,0.87365,67.242,0.1509
9,17,3,2,8,221,2,2,1,0,1.0143,290.33,0.040379
9,17,3,2,9,121,1,2,1,0,0.93361,347.71,0.31124
9,17,3,2,10,210,2,1,0,0,0.58265,79.353,0.01997
9,17,3,2,11,221,2,2,1,0,0.68273,243.85,0.090302
9,17,3,2,12,211,2,1,1,0,0.91383,292.98,0.18117
9,17,3,2,13,111,1,1,1,0,0.87326,240.07,0.11041
9,17,3,2,14,121,1,2,1,0,0.66316,190.86,0.060579
9,17,3,2,15,220,2,2,0,0,0.67325,40.23,0.010605
9,17,3,2,16,120,1,2,0,0,0.52211,15.024,0.19022
9,17,3,3,1,220,2,2,0,0,0.61211,41.704,0.070066
9,17,3,3,2,121,1,2,1,0,0.73308,257.22,0.17076
9,17,3,3,3,210,2,1,0,0,0.55289,42.929,0.079736
9,17,3,3,4,211,2,1,1,0,0.83334,190.32,0.080503
9,17,3,3,5,211,2,1,1,0,0.80338,254.95,0.060417
9,17,3,3,6,110,1,1,0,0,0.70319,85.328,0.2413
9,17,3,3,7,120,1,2,0,0,0.40182,8.3745,0.15048
9,17,3,3,8,221,2,2,1,0,0.85346,337.55,0.21083
9,17,3,3,9,220,2,2,0,0,0.5422,26.663,0.010093
9,17,3,3,10,210,2,1,0,0,1.1647,68.361,0.61244
9,17,3,3,11,121,1,2,1,0,0.55253,136.74,0.1604
9,17,3,3,12,120,1,2,0,0,0.71365,54.849,0.16135
9,17,3,3,13,111,1,1,1,0,0.80313,294.31,0.00037418
9,17,3,3,14,111,1,1,1,0,0.71323,230.78,0.14013
9,17,3,3,15,110,1,1,0,0,0.5424,24.014,0.10027
9,17,3,3,16,221,2,2,1,0,0.57242,145.01,0.19072
9,17,3,4,1,220,2,2,0,0,0.94329,88.618,0.46083
9,17,3,4,2,111,1,1,1,0,0.71339,172.07,0.13991
9,17,3,4,3,221,2,2,1,0,0.80327,130.83,0.16041
9,17,3,4,4,120,1,2,0,0,0.40194,17.704,0.17045
9,17,3,4,5,110,1,1,0,0,0.86319,60.649,0.41152
9,17,3,4,6,111,1,1,1,0,0.72297,189.06,0.020241
9,17,3,4,7,121,1,2,1,0,0.81324,280.17,0.13056
9,17,3,4,8,221,2,2,1,0,0.8032,326.85,0.12051
9,17,3,4,9,210,2,1,0,0,0.8129,68.56,0.18052
9,17,3,4,10,110,1,1,0,0,0.5553,64.357,0.13337
9,17,3,4,11,120,1,2,0,0,0.55224,8.1779,0.12016
9,17,3,4,12,121,1,2,1,0,0.82338,216.84,0.00014745
9,17,3,4,13,210,2,1,0,0,0.84344,36.135,0.25114
9,17,3,4,14,211,2,1,1,1,1.1283,0,0.0056196
9,17,3,4,15,211,2,1,1,0,0.8737,254.16,0.15073
9,17,3,4,16,220,2,2,0,0,0.4624,35.964,0.099801
9,17,3,5,1,211,2,1,1,0,0.86358,258.86,0.20062
9,17,3,5,2,111,1,1,1,0,0.8032,253.7,0.20064
9,17,3,5,3,121,1,2,1,0,0.6831,261.02,0.04034
9,17,3,5,4,221,2,2,1,0,0.82357,330.16,0.13066
9,17,3,5,5,110,1,1,0,0,0.69254,44.453,0.11017
9,17,3,5,6,211,2,1,1,0,0.8033,140.96,0.019814
9,17,3,5,7,121,1,2,1,0,0.7733,212.55,0.24091
9,17,3,5,8,120,1,2,0,0,0.50217,111.13,0.10044
9,17,3,5,9,210,2,1,0,0,0.89465,78.26,0.2017
9,17,3,5,10,221,2,2,1,0,0.82334,146.97,0.1202
9,17,3,5,11,220,2,2,0,0,1.2546,83.371,0.67252
9,17,3,5,12,120,1,2,0,0,0.44191,21.043,0.14039
9,17,3,5,13,110,1,1,0,0,0.5626,61.722,0.00024594
9,17,3,5,14,210,2,1,0,0,1.0342,98.327,0.40166
9,17,3,5,15,220,2,2,0,0,0.58242,25.789,0.010026
9,17,3,5,16,111,1,1,1,0,0.77352,241.42,0.080868
9,17,3,6,1,111,1,1,1,0,0.81311,219.2,0.25049
9,17,3,6,2,221,2,2,1,0,0.69278,207.99,0.050033
9,17,3,6,3,110,1,1,0,0,0.53226,7.8734,0.050202
9,17,3,6,4,220,2,2,0,0,0.42166,16.628,0.13054
9,17,3,6,5,210,2,1,0,0,0.57212,84.831,0.050425
9,17,3,6,6,210,2,1,0,0,0.48211,17.588,0.00024375
9,17,3,6,7,211,2,1,1,0,1.1246,271.14,0.44186
9,17,3,6,8,120,1,2,0,0,0.48229,34.099,0.080247
9,17,3,6,9,220,2,2,0,0,0.4518,43.079,0.1406
9,17,3,6,10,121,1,2,1,0,0.61285,232.04,0.059959
9,17,3,6,11,111,1,1,1,0,0.63271,172.19,0.14051
9,17,3,6,12,110,1,1,0,0,0.4921,26.666,0.18025
9,17,3,6,13,121,1,2,1,0,0.80306,255.54,0.27059
9,17,3,6,14,120,1,2,0,0,0.50289,21.932,0.13005
9,17,3,6,15,211,2,1,1,0,0.79355,268.07,0.19074
9,17,3,6,16,221,2,2,1,0,0.75305,307.38,0.070077
9,17,4,1,1,210,2,1,0,0,1.0443,86.106,-1
9,17,4,1,2,121,1,2,1,0,0.8934,238.88,-1
9,17,4,1,3,221,2,2,1,0,0.65287,187.14,-1
9,17,4,1,4,120,1,2,0,0,0.40169,54.585,-1
9,17,4,1,5,120,1,2,0,0,0.46216,35.332,-1
9,17,4,1,6,110,1,1,0,0,0.48212,82.295,-1
9,17,4,1,7,210,2,1,0,0,0.53224,42.378,-1
9,17,4,1,8,111,1,1,1,0,0.7229,155.16,-1
9,17,4,1,9,211,2,1,1,0,0.79315,251.4,-1
9,17,4,1,10,121,1,2,1,0,1.0142,211.69,-1
9,17,4,1,11,220,2,2,0,0,0.49244,35.075,-1
9,17,4,1,12,110,1,1,0,0,0.47195,15.553,-1
9,17,4,1,13,220,2,2,0,0,0.56284,19.496,-1
9,17,4,1,14,221,2,2,1,0,0.60249,151.92,-1
9,17,4,1,15,211,2,1,1,0,0.66409,233.51,-1
9,17,4,1,16,111,1,1,1,0,0.86462,293.07,-1
9,17,4,2,1,121,1,2,1,0,0.81301,201.5,-1
9,17,4,2,2,120,1,2,0,0,0.43192,17.567,-1
9,17,4,2,3,210,2,1,0,0,0.64263,53.027,-1
9,17,4,2,4,121,1,2,1,0,0.6832,200.35,-1
9,17,4,2,5,120,1,2,0,0,0.45216,12.89,-1
9,17,4,2,6,221,2,2,1,0,0.75329,208.24,-1
9,17,4,2,7,210,2,1,0,0,0.64304,97.447,-1
9,17,4,2,8,110,1,1,0,0,0.62236,38.386,-1
9,17,4,2,9,110,1,1,0,0,0.50202,18.594,-1
9,17,4,2,10,111,1,1,1,0,0.76322,239.9,-1
9,17,4,2,11,211,2,1,1,0,0.66285,256.74,-1
9,17,4,2,12,211,2,1,1,0,0.63266,142.53,-1
9,17,4,2,13,220,2,2,0,0,0.52234,95.188,-1
9,17,4,2,14,220,2,2,0,0,0.64282,39.334,-1
9,17,4,2,15,221,2,2,1,0,0.69269,175.29,-1
9,17,4,2,16,111,1,1,1,0,0.86364,208.72,-1
9,17,4,3,1,221,2,2,1,0,0.73302,185.18,-1
9,17,4,3,2,211,2,1,1,0,0.8134,275.62,-1
9,17,4,3,3,120,1,2,0,0,0.57257,136.92,-1
9,17,4,3,4,121,1,2,1,0,0.69296,217.2,-1
9,17,4,3,5,120,1,2,0,0,0.46177,8.8942,-1
9,17,4,3,6,211,2,1,1,0,0.83367,148.38,-1
9,17,4,3,7,220,2,2,0,0,0.532,13.428,-1
9,17,4,3,8,121,1,2,1,0,0.72317,210.53,-1
9,17,4,3,9,210,2,1,0,0,0.80286,42.955,-1
9,17,4,3,10,110,1,1,0,0,0.81323,79.149,-1
9,17,4,3,11,210,2,1,0,0,0.82335,42.938,-1
9,17,4,3,12,221,2,2,1,0,0.7828,202.35,-1
9,17,4,3,13,111,1,1,1,0,0.72299,227.99,-1
9,17,4,3,14,110,1,1,0,0,0.54294,23.74,-1
9,17,4,3,15,111,1,1,1,0,0.68296,186.85,-1
9,17,4,3,16,220,2,2,0,0,0.58261,29.963,-1
9,17,4,4,1,111,1,1,1,0,0.76308,185.62,-1
9,17,4,4,2,111,1,1,1,0,0.69283,187.36,-1
9,17,4,4,3,121,1,2,1,0,0.63272,180.16,-1
9,17,4,4,4,221,2,2,1,0,0.68261,233.81,-1
9,17,4,4,5,110,1,1,0,0,0.68409,52.064,-1
9,17,4,4,6,120,1,2,0,0,0.61222,68.872,-1
9,17,4,4,7,211,2,1,1,1,0.69591,0,-1
9,17,4,4,8,121,1,2,1,0,0.85349,335.68,-1
9,17,4,4,9,220,2,2,0,0,0.55202,42.32,-1
9,17,4,4,10,221,2,2,1,0,0.80296,207.57,-1
9,17,4,4,11,120,1,2,0,0,0.55218,81.057,-1
9,17,4,4,12,110,1,1,0,0,0.82314,53.303,-1
9,17,4,4,13,210,2,1,0,0,0.70298,42.965,-1
9,17,4,4,14,210,2,1,0,0,0.61231,11.033,-1
9,17,4,4,15,211,2,1,1,0,0.7433,234.16,-1
9,17,4,4,16,220,2,2,0,0,0.77311,52.425,-1
9,17,4,5,1,111,1,1,1,0,0.83311,186.39,-1
9,17,4,5,2,210,2,1,0,0,0.62284,78.518,-1
9,17,4,5,3,121,1,2,1,0,0.77337,185.3,-1
9,17,4,5,4,110,1,1,0,0,0.88363,94.45,-1
9,17,4,5,5,211,2,1,1,0,0.7934,268.08,-1
9,17,4,5,6,221,2,2,1,0,0.63283,264.22,-1
9,17,4,5,7,220,2,2,0,0,0.58246,17.599,-1
9,17,4,5,8,220,2,2,0,0,0.57233,65.49,-1
9,17,4,5,9,121,1,2,1,0,0.7529,181.3,-1
9,17,4,5,10,110,1,1,0,0,0.52226,26.702,-1
9,17,4,5,11,221,2,2,1,0,0.7933,150.71,-1
9,17,4,5,12,210,2,1,0,0,0.60254,84.248,-1
9,17,4,5,13,120,1,2,0,0,0.67223,28.627,-1
9,17,4,5,14,211,2,1,1,0,0.79319,199.13,-1
9,17,4,5,15,120,1,2,0,0,0.49219,2.5356,-1
9,17,4,5,16,111,1,1,1,0,1.1748,318,-1
9,17,4,6,1,110,1,1,0,0,0.67268,37.343,-1
9,17,4,6,2,211,2,1,1,0,0.73333,242.33,-1
9,17,4,6,3,110,1,1,0,0,0.46215,18.368,-1
9,17,4,6,4,221,2,2,1,0,0.7127,209.2,-1
9,17,4,6,5,120,1,2,0,0,0.5123,52.212,-1
9,17,4,6,6,220,2,2,0,0,0.81302,72.014,-1
9,17,4,6,7,220,2,2,0,0,0.55237,39.816,-1
9,17,4,6,8,211,2,1,1,0,0.93365,186.89,-1
9,17,4,6,9,210,2,1,0,0,0.68271,44.868,-1
9,17,4,6,10,111,1,1,1,0,0.86356,247.85,-1
9,17,4,6,11,210,2,1,0,0,0.61238,17.102,-1
9,17,4,6,12,111,1,1,1,0,0.81333,159.13,-1
9,17,4,6,13,121,1,2,1,0,0.71297,238.36,-1
9,17,4,6,14,221,2,2,1,0,1.0036,222.24,-1
9,17,4,6,15,121,1,2,1,0,0.72319,229.4,-1
9,17,4,6,16,120,1,2,0,0,0.59229,11.236,-1
9,18,1,1,1,210,2,1,0,0,1.0642,51.297,-1
9,18,1,1,2,120,1,2,0,0,1.1243,12.866,-1
9,18,1,1,3,211,2,1,1,0,1.5055,159.75,-1
9,18,1,1,4,111,1,1,1,1,1.6059,0,-1
9,18,1,1,5,121,1,2,1,0,1.0942,223.55,-1
9,18,1,1,6,220,2,2,0,0,0.9734,115.14,-1
9,18,1,1,7,110,1,1,0,0,0.98361,152.07,-1
9,18,1,1,8,211,2,1,1,0,1.2747,200.59,-1
9,18,1,1,9,221,2,2,1,0,1.1241,260.87,-1
9,18,1,1,10,121,1,2,1,0,1.124,169.66,-1
9,18,1,1,11,120,1,2,0,0,1.1951,99.672,-1
9,18,1,1,12,221,2,2,1,0,0.72267,174.17,-1
9,18,1,1,13,111,1,1,1,0,1.275,229.87,-1
9,18,1,1,14,220,2,2,0,0,1.0339,54.492,-1
9,18,1,1,15,110,1,1,0,0,1.0234,169.58,-1
9,18,1,1,16,210,2,1,0,0,1.0038,86.857,-1
9,18,1,2,1,120,1,2,0,0,1.013,96.439,-1
9,18,1,2,2,210,2,1,0,0,1.0732,101.33,-1
9,18,1,2,3,120,1,2,0,0,0.73264,131.06,-1
9,18,1,2,4,221,2,2,1,0,1.0738,297.73,-1
9,18,1,2,5,220,2,2,0,0,0.84291,116.86,-1
9,18,1,2,6,121,1,2,1,0,0.90359,256.89,-1
9,18,1,2,7,210,2,1,0,0,0.82299,54.743,-1
9,18,1,2,8,221,2,2,1,0,0.9937,174.12,-1
9,18,1,2,9,211,2,1,1,0,1.2846,260.05,-1
9,18,1,2,10,111,1,1,1,0,1.5349,264.31,-1
9,18,1,2,11,121,1,2,1,0,0.97332,179.78,-1
9,18,1,2,12,211,2,1,1,0,1.0939,257.17,-1
9,18,1,2,13,110,1,1,0,0,1.0235,105.18,-1
9,18,1,2,14,220,2,2,0,0,0.77252,81.596,-1
9,18,1,2,15,111,1,1,1,0,0.97354,208.25,-1
9,18,1,2,16,110,1,1,0,0,0.8831,74.488,-1
9,18,1,3,1,110,1,1,0,0,0.9038,36.969,-1
9,18,1,3,2,221,2,2,1,0,1.0638,191.89,-1
9,18,1,3,3,221,2,2,1,0,1.2047,166.09,-1
9,18,1,3,4,210,2,1,0,0,0.90335,86.855,-1
9,18,1,3,5,110,1,1,0,0,0.77291,95.378,-1
9,18,1,3,6,111,1,1,1,0,1.0137,183.65,-1
9,18,1,3,7,121,1,2,1,0,1.0542,218.25,-1
9,18,1,3,8,220,2,2,0,0,0.73286,97.638,-1
9,18,1,3,9,120,1,2,0,0,0.6726,71.526,-1
9,18,1,3,10,220,2,2,0,0,0.80294,39.413,-1
9,18,1,3,11,211,2,1,1,0,1.194,207.49,-1
9,18,1,3,12,121,1,2,1,0,1.0851,217.93,-1
9,18,1,3,13,120,1,2,0,0,0.83602,39.977,-1
9,18,1,3,14,211,2,1,1,0,1.1742,239.42,-1
9,18,1,3,15,210,2,1,0,0,0.89336,57.128,-1
9,18,1,3,16,111,1,1,1,0,0.843,166.91,-1
9,18,1,4,1,111,1,1,1,0,1.2036,174.42,-1
9,18,1,4,2,220,2,2,0,0,0.64232,52.422,-1
9,18,1,4,3,210,2,1,0,0,0.82312,112.39,-1
9,18,1,4,4,210,2,1,0,0,0.69237,55.293,-1
9,18,1,4,5,220,2,2,0,0,0.80267,67.843,-1
9,18,1,4,6,110,1,1,0,0,0.89293,57.336,-1
9,18,1,4,7,110,1,1,0,0,0.84305,51.11,-1
9,18,1,4,8,121,1,2,1,0,1.0737,173.22,-1
9,18,1,4,9,221,2,2,1,0,1.0936,198.64,-1
9,18,1,4,10,211,2,1,1,0,1.1441,223.65,-1
9,18,1,4,11,211,2,1,1,0,0.97391,211.72,-1
9,18,1,4,12,120,1,2,0,0,0.69243,17.002,-1
9,18,1,4,13,221,2,2,1,0,0.83307,161.51,-1
9,18,1,4,14,121,1,2,1,0,1.2038,163.58,-1
9,18,1,4,15,120,1,2,0,0,0.86296,93.26,-1
9,18,1,4,16,111,1,1,1,0,1.0338,225.73,-1
9,18,1,5,1,211,2,1,1,0,1.0239,238.12,-1
9,18,1,5,2,221,2,2,1,0,1.325,187.69,-1
9,18,1,5,3,110,1,1,0,0,1.1884,59.189,-1
9,18,1,5,4,220,2,2,0,0,0.66258,59.557,-1
9,18,1,5,5,110,1,1,0,0,0.84303,27.446,-1
9,18,1,5,6,210,2,1,0,0,0.96327,18.091,-1
9,18,1,5,7,210,2,1,0,0,0.76267,4.6041,-1
9,18,1,5,8,121,1,2,1,0,0.93344,151.04,-1
9,18,1,5,9,120,1,2,0,0,0.69241,28.829,-1
9,18,1,5,10,220,2,2,0,0,0.74233,21.518,-1
9,18,1,5,11,221,2,2,1,0,1.0536,223.52,-1
9,18,1,5,12,121,1,2,1,0,0.95387,224.75,-1
9,18,1,5,13,111,1,1,1,0,0.94341,217.65,-1
9,18,1,5,14,120,1,2,0,0,0.93302,76.788,-1
9,18,1,5,15,111,1,1,1,0,1.1942,306.6,-1
9,18,1,5,16,211,2,1,1,0,1.0043,200.45,-1
9,18,1,6,1,221,2,2,1,0,1.4245,193.64,-1
9,18,1,6,2,210,2,1,0,0,0.7226,73.194,-1
9,18,1,6,3,211,2,1,1,0,1.1241,298.44,-1
9,18,1,6,4,120,1,2,0,0,0.80269,57.315,-1
9,18,1,6,5,210,2,1,0,0,0.77283,102.02,-1
9,18,1,6,6,220,2,2,0,0,0.90263,21.953,-1
9,18,1,6,7,111,1,1,1,0,0.91356,182.91,-1
9,18,1,6,8,120,1,2,0,0,0.78268,35.001,-1
9,18,1,6,9,221,2,2,1,0,1.1334,261.04,-1
9,18,1,6,10,110,1,1,0,0,0.77269,50.238,-1
9,18,1,6,11,121,1,2,1,0,1.2343,196,-1
9,18,1,6,12,110,1,1,0,0,0.81279,55.056,-1
9,18,1,6,13,111,1,1,1,0,1.2442,268.64,-1
9,18,1,6,14,220,2,2,0,0,0.86269,80.228,-1
9,18,1,6,15,211,2,1,1,0,1.5152,272.1,-1
9,18,1,6,16,121,1,2,1,0,1.2243,276.14,-1
9,18,2,1,1,120,1,2,0,0,1.1775,24.094,0.18367
9,18,2,1,2,221,2,2,1,0,0.87388,316.09,0.029869
9,18,2,1,3,211,2,1,1,0,0.82331,240.09,0.13052
9,18,2,1,4,111,1,1,1,0,1.0739,260.47,0.18012
9,18,2,1,5,121,1,2,1,0,0.73337,208.02,0.14075
9,18,2,1,6,211,2,1,1,0,0.97418,155.89,0.070447
9,18,2,1,7,111,1,1,1,0,1.0539,302.4,0.41122
9,18,2,1,8,121,1,2,1,0,0.65274,214.61,0.090722
9,18,2,1,9,110,1,1,0,0,0.7429,66.267,0.070728
9,18,2,1,10,110,1,1,0,0,0.67256,103.86,0.029694
9,18,2,1,11,210,2,1,0,0,0.69311,18.771,0.10041
9,18,2,1,12,221,2,2,1,0,0.71312,220.63,0.14059
9,18,2,1,13,220,2,2,0,0,0.52204,103.4,0.18079
9,18,2,1,14,210,2,1,0,0,1.0136,24.322,0.3507
9,18,2,1,15,220,2,2,0,0,0.6124,50.85,0.26117
9,18,2,1,16,120,1,2,0,0,0.5924,75.37,0.050125
9,18,2,2,1,211,2,1,1,0,0.86295,222.08,0.21065
9,18,2,2,2,111,1,1,1,0,0.63275,181.08,0.064072
9,18,2,2,3,121,1,2,1,0,0.70275,227.95,0.039762
9,18,2,2,4,111,1,1,1,0,0.68272,232.34,0.16154
9,18,2,2,5,121,1,2,1,0,0.58246,239.07,0.24119
9,18,2,2,6,120,1,2,0,0,0.61287,98.555,0.11114
9,18,2,2,7,221,2,2,1,0,0.71303,285.91,0.23095
9,18,2,2,8,110,1,1,0,0,0.67294,33.28,0.059967
9,18,2,2,9,211,2,1,1,0,0.73286,216.52,0.10074
9,18,2,2,10,210,2,1,0,0,0.54253,26.104,0.24117
9,18,2,2,11,120,1,2,0,0,0.51208,67.367,0.020383
9,18,2,2,12,221,2,2,1,0,0.92371,188.05,0.19039
9,18,2,2,13,220,2,2,0,0,0.49199,92.569,0.080832
9,18,2,2,14,220,2,2,0,0,0.54218,35.929,0.10097
9,18,2,2,15,110,1,1,0,0,0.6428,28.034,0.03
9,18,2,2,16,210,2,1,0,0,0.55221,75.271,0.22135
9,18,2,3,1,120,1,2,0,0,0.61212,76.139,0.18061
9,18,2,3,2,220,2,2,0,0,0.4821,31.769,0.15057
9,18,2,3,3,110,1,1,0,0,0.54213,9.7507,0.080286
9,18,2,3,4,210,2,1,0,0,0.64268,44.304,0.090312
9,18,2,3,5,111,1,1,1,0,0.72288,287.41,0.1406
9,18,2,3,6,211,2,1,1,0,0.6729,165.36,0.020232
9,18,2,3,7,221,2,2,1,0,0.78358,279.41,0.080481
9,18,2,3,8,210,2,1,0,0,0.54216,107.34,0.10047
9,18,2,3,9,121,1,2,1,0,0.84302,292.49,0.31061
9,18,2,3,10,121,1,2,1,0,0.5331,231.57,0.069584
9,18,2,3,11,120,1,2,0,0,0.60192,21.131,0.020518
9,18,2,3,12,211,2,1,1,0,0.80402,301.47,0.09961
9,18,2,3,13,110,1,1,0,0,0.45179,4.8394,0.14098
9,18,2,3,14,220,2,2,0,0,0.55234,75.855,0.15044
9,18,2,3,15,221,2,2,1,0,0.71319,218.32,0.02022
9,18,2,3,16,111,1,1,1,0,0.63276,253.32,0.36257
9,18,2,4,1,110,1,1,0,0,0.62227,26.007,0.96173
9,18,2,4,2,120,1,2,0,0,0.62249,29.565,0.17052
9,18,2,4,3,211,2,1,1,0,0.78299,290.96,0.20082
9,18,2,4,4,210,2,1,0,0,0.743,115.87,0.019832
9,18,2,4,5,221,2,2,1,0,0.77309,247.62,0.19051
9,18,2,4,6,221,2,2,1,0,0.84344,178.7,0.18057
9,18,2,4,7,121,1,2,1,0,0.76281,140.26,0.060124
9,18,2,4,8,120,1,2,0,0,0.51224,60.599,0.060234
9,18,2,4,9,220,2,2,0,0,0.58244,28.827,0.27076
9,18,2,4,10,111,1,1,1,0,0.84361,297.08,0.10031
9,18,2,4,11,210,2,1,0,0,0.61246,35.189,0.030282
9,18,2,4,12,211,2,1,1,0,0.84315,145.24,0.029143
9,18,2,4,13,121,1,2,1,0,0.72328,233.64,0.11048
9,18,2,4,14,220,2,2,0,0,0.67253,92.908,0.1301
9,18,2,4,15,111,1,1,1,0,0.71293,214.16,0.14081
9,18,2,4,16,110,1,1,0,0,0.5925,40.286,0.07012
9,18,2,5,1,220,2,2,0,0,0.4717,75.466,0.23087
9,18,2,5,2,121,1,2,1,0,0.67275,243.93,0.17034
9,18,2,5,3,110,1,1,0,0,0.55229,20.866,0.029811
9,18,2,5,4,211,2,1,1,0,0.91305,271.38,0.050661
9,18,2,5,5,210,2,1,0,0,0.92357,108.05,0.30067
9,18,2,5,6,120,1,2,0,0,0.51202,40,0.090282
9,18,2,5,7,211,2,1,1,0,1.1346,256.46,0.44168
9,18,2,5,8,210,2,1,0,0,0.63266,28.778,0.049934
9,18,2,5,9,220,2,2,0,0,0.48222,57.947,0.060123
9,18,2,5,10,111,1,1,1,0,0.83385,233.16,0.00069456
9,18,2,5,11,221,2,2,1,0,0.693,154.49,0.00993
9,18,2,5,12,121,1,2,1,0,0.65288,259.22,0.18054
9,18,2,5,13,120,1,2,0,0,0.55254,67.52,0.08035
9,18,2,5,14,221,2,2,1,0,0.69278,201.79,0.19051
9,18,2,5,15,111,1,1,1,0,0.77285,258.42,0.15088
9,18,2,5,16,110,1,1,0,0,0.5821,16.138,0.060437
9,18,2,6,1,220,2,2,0,0,0.47164,74.893,0.52111
9,18,2,6,2,110,1,1,0,0,0.56214,37.312,0.070343
9,18,2,6,3,110,1,1,0,0,0.54241,15.926,0.010009
9,18,2,6,4,210,2,1,0,0,0.63235,124.44,0.069908
9,18,2,6,5,220,2,2,0,0,0.54251,17.9,0.010162
9,18,2,6,6,211,2,1,1,0,0.76314,235.82,0.16056
9,18,2,6,7,120,1,2,0,0,0.50213,47.255,0.00024579
9,18,2,6,8,221,2,2,1,0,0.79344,248.47,0.16098
9,18,2,6,9,121,1,2,1,0,0.75297,257.16,0.080213
9,18,2,6,10,211,2,1,1,0,0.82365,190.21,0.029751
9,18,2,6,11,210,2,1,0,0,0.45207,38.837,0.3411
9,18,2,6,12,111,1,1,1,0,0.83325,323.02,0.18061
9,18,2,6,13,111,1,1,1,0,0.72288,194.96,0.040312
9,18,2,6,14,120,1,2,0,0,0.58243,64.012,0.060312
9,18,2,6,15,221,2,2,1,0,0.71292,371.71,0.020245
9,18,2,6,16,121,1,2,1,0,0.583,296.1,0.41116
9,18,3,1,1,221,2,2,1,0,0.82635,163.46,0.077364
9,18,3,1,2,220,2,2,0,0,0.58283,104.86,0.029731
9,18,3,1,3,221,2,2,1,0,0.67261,205.2,0.039742
9,18,3,1,4,110,1,1,0,0,0.62252,40.07,0.090052
9,18,3,1,5,211,2,1,1,0,0.81315,202.75,0.1001
9,18,3,1,6,210,2,1,0,0,0.48202,109.76,0.35125
9,18,3,1,7,210,2,1,0,0,0.45211,56.765,0.30149
9,18,3,1,8,120,1,2,0,0,0.46209,48.879,0.060159
9,18,3,1,9,120,1,2,0,0,0.51244,43.828,0.09048
9,18,3,1,10,121,1,2,1,0,0.8032,275.64,0.040155
9,18,3,1,11,111,1,1,1,0,0.78315,258.49,0.060149
9,18,3,1,12,110,1,1,0,0,0.54221,52.041,0.20074
9,18,3,1,13,211,2,1,1,0,0.74275,157.57,0.18113
9,18,3,1,14,111,1,1,1,0,0.70318,218.29,0.26093
9,18,3,1,15,121,1,2,1,0,0.60239,203.67,0.050819
9,18,3,1,16,220,2,2,0,0,0.71261,176.24,0.040311
9,18,3,2,1,220,2,2,0,0,0.56234,58.762,0.019963
9,18,3,2,2,110,1,1,0,0,0.65266,28.024,0.15037
9,18,3,2,3,120,1,2,0,0,0.53227,97.042,0.03033
9,18,3,2,4,110,1,1,0,0,0.50224,44.927,0.10026
9,18,3,2,5,111,1,1,1,0,0.85461,248.58,0.12169
9,18,3,2,6,211,2,1,1,0,0.76309,221.02,0.080329
9,18,3,2,7,210,2,1,0,0,0.72275,160.45,0.1509
9,18,3,2,8,221,2,2,1,0,0.97397,293.83,0.040331
9,18,3,2,9,121,1,2,1,0,0.62237,206.86,0.31124
9,18,3,2,10,210,2,1,0,0,0.60262,66.83,0.019974
9,18,3,2,11,221,2,2,1,0,0.77303,204.77,0.090296
9,18,3,2,12,211,2,1,1,0,0.73266,249.44,0.18117
9,18,3,2,13,111,1,1,1,0,0.76285,243.49,0.11041
9,18,3,2,14,121,1,2,1,0,0.60258,202.67,0.060583
9,18,3,2,15,220,2,2,0,0,0.66265,150.74,0.0106
9,18,3,2,16,120,1,2,0,0,0.71233,47.187,0.19022
9,18,3,3,1,220,2,2,0,0,0.54204,70.182,0.070075
9,18,3,3,2,121,1,2,1,0,0.56232,192.22,0.17076
9,18,3,3,3,210,2,1,0,0,0.63263,83.859,0.079738
9,18,3,3,4,211,2,1,1,0,0.91384,143.63,0.080505
9,18,3,3,5,211,2,1,1,0,0.74296,295.78,0.060424
9,18,3,3,6,110,1,1,0,0,0.46189,54.817,0.2413
9,18,3,3,7,120,1,2,0,0,0.5523,62.695,0.15048
9,18,3,3,8,221,2,2,1,0,0.64263,199.84,0.21083
9,18,3,3,9,220,2,2,0,0,0.55229,79.609,0.010091
9,18,3,3,10,210,2,1,0,0,0.55222,83.216,0.61248
9,18,3,3,11,121,1,2,1,0,0.71293,270.93,0.1604
9,18,3,3,12,120,1,2,0,0,0.5523,48.655,0.16135
9,18,3,3,13,111,1,1,1,0,0.8035,274.12,0.00037345
9,18,3,3,14,111,1,1,1,0,0.85336,301.17,0.14013
9,18,3,3,15,110,1,1,0,0,0.64267,74.076,0.10027
9,18,3,3,16,221,2,2,1,0,0.76314,313.02,0.19072
9,18,3,4,1,220,2,2,0,0,0.48246,167.97,0.46083
9,18,3,4,2,111,1,1,1,0,0.8533,315.82,0.13991
